day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,num_collisions
4,2014,10,16,2014-10-16,65.0,63.4,1013.5,6.6,12.0,17.1,27.0,68.0,62.6,0.05,999.9,0,602
5,2014,10,17,2014-10-17,63.2,59.7,1006.5,7.9,9.7,17.1,19.0,70.0,60.1,1.04,999.9,0,648
6,2014,10,18,2014-10-18,62.7,58.8,1003.7,9.0,7.5,12.0,,68.0,59.0,0.02,999.9,0,494
7,2014,10,19,2014-10-19,56.0,45.2,1005.8,10.0,10.7,20.0,24.1,68.0,51.1,0.01,999.9,0,483
1,2014,10,20,2014-10-20,49.0,32.4,1016.2,10.0,11.8,18.1,27.0,59.0,41.0,0.0,999.9,0,591
2,2014,10,21,2014-10-21,57.7,52.3,1015.5,9.3,10.5,15.9,21.0,60.8,53.1,0.0,999.9,0,607
3,2014,10,22,2014-10-22,57.0,55.4,1010.3,6.1,12.8,21.0,28.9,60.8,51.8,0.23,999.9,0,708
4,2014,10,23,2014-10-23,59.5,57.0,1000.4,8.7,10.7,18.1,25.1,64.0,51.1,0.1,999.9,0,639
5,2014,10,24,2014-10-24,54.3,51.1,1003.1,7.6,15.7,21.0,29.9,64.0,51.1,0.16,999.9,0,669
6,2014,10,25,2014-10-25,54.7,45.9,1006.0,10.0,10.7,19.0,22.9,62.1,45.0,0.0,999.9,0,515
7,2014,10,26,2014-10-26,57.6,45.4,999.7,10.0,13.1,18.1,28.9,62.1,45.0,0.04,999.9,0,515
1,2014,10,27,2014-10-27,54.1,40.5,1010.0,10.0,12.0,17.1,24.1,61.0,48.9,0.0,999.9,0,642
2,2014,10,28,2014-10-28,54.3,48.0,1017.5,9.9,6.1,9.9,,64.9,39.9,0.0,999.9,0,571
3,2014,10,29,2014-10-29,61.9,59.0,1013.1,8.0,9.8,14.0,,66.0,57.9,0.0,999.9,0,556
4,2014,10,30,2014-10-30,56.1,45.0,1012.9,9.4,8.9,15.9,22.9,66.0,51.1,0.0,999.9,0,626
5,2014,10,31,2014-10-31,51.3,43.6,1014.8,10.0,7.9,15.0,21.0,61.0,42.1,0.0,999.9,0,668
6,2014,11,01,2014-11-01,53.0,46.9,1009.0,8.8,18.8,28.9,41.0,57.9,42.1,0.08,999.9,0,656
7,2014,11,02,2014-11-02,43.5,38.4,1001.3,6.3,32.8,39.0,55.0,55.0,37.0,1.15,999.9,0,532
1,2014,11,03,2014-11-03,44.6,20.6,1012.6,10.0,18.9,25.1,35.9,52.0,37.0,0.66,999.9,0,625
2,2014,11,04,2014-11-04,52.7,37.7,1019.4,10.0,6.9,15.0,22.0,61.0,37.9,0.0,999.9,0,538
3,2014,11,05,2014-11-05,57.7,52.4,1018.3,9.3,11.1,15.0,,62.1,54.0,0.0,999.9,0,554
4,2014,11,06,2014-11-06,53.6,48.7,1015.8,9.4,5.6,15.0,21.0,63.0,50.0,0.02,999.9,0,652
5,2014,11,07,2014-11-07,52.5,46.7,999.0,7.9,11.7,21.0,29.9,59.0,46.0,0.85,999.9,0,641
6,2014,11,08,2014-11-08,43.9,29.7,1012.0,10.0,13.9,20.0,32.1,55.0,37.0,0.03,999.9,0,543
7,2014,11,09,2014-11-09,53.2,42.7,1014.0,10.0,9.1,17.1,24.1,59.0,37.0,0.0,999.9,0,419
1,2014,11,10,2014-11-10,48.2,42.2,1019.2,9.6,4.0,7.0,,59.0,39.0,0.0,999.9,0,560
2,2014,11,11,2014-11-11,51.0,47.2,1020.7,9.5,8.2,12.0,,59.0,39.0,0.0,999.9,1,493
3,2014,11,12,2014-11-12,56.5,53.5,1012.9,6.0,5.2,11.1,,68.0,45.0,0.0,999.9,1,546
4,2014,11,13,2014-11-13,49.8,41.1,1015.5,8.6,8.4,,,68.0,45.0,0.0,999.9,1,696
5,2014,11,14,2014-11-14,43.7,34.9,1012.3,9.7,11.1,18.1,25.1,53.1,39.9,0.22,999.9,0,654
6,2014,11,15,2014-11-15,37.0,20.6,1021.7,10.0,10.7,15.9,21.0,48.0,32.0,0.05,999.9,0,529
7,2014,11,16,2014-11-16,38.1,26.0,1027.1,10.0,5.6,15.9,22.0,50.0,23.0,0.0,999.9,0,429
1,2014,11,17,2014-11-17,52.1,48.9,1014.6,6.5,9.5,24.1,35.0,61.0,45.0,0.09,999.9,0,666
2,2014,11,18,2014-11-18,48.9,39.6,1004.5,7.8,17.1,26.0,38.1,63.0,34.0,2.91,999.9,0,712
3,2014,11,19,2014-11-19,33.6,14.6,1018.3,10.0,14.4,19.0,25.1,39.0,30.0,0.02,999.9,0,633
4,2014,11,20,2014-11-20,45.7,32.6,1014.0,9.8,16.1,22.9,31.1,53.1,28.9,0.03,999.9,0,635
5,2014,11,21,2014-11-21,36.8,15.4,1017.4,10.0,15.8,22.0,35.9,53.1,32.0,0.0,999.9,0,677
6,2014,11,22,2014-11-22,37.1,19.7,1028.3,10.0,15.9,28.0,34.0,48.0,28.0,0.0,999.9,0,512
7,2014,11,23,2014-11-23,52.6,41.5,1021.4,8.9,18.3,26.0,35.0,57.9,48.0,0.0,999.9,0,425
1,2014,11,24,2014-11-24,54.8,52.5,1014.5,4.5,15.5,27.0,34.0,61.0,46.9,0.0,999.9,0,722
2,2014,11,25,2014-11-25,56.7,53.5,1014.0,3.6,11.2,19.0,26.0,61.0,50.0,0.26,999.9,1,599
3,2014,11,26,2014-11-26,48.0,41.1,1018.0,6.7,11.9,32.1,46.0,59.0,44.1,0.01,999.9,0,742
4,2014,11,27,2014-11-27,41.8,36.7,1008.0,8.6,13.8,27.0,39.0,48.2,37.4,1.86,999.9,0,378
5,2014,11,28,2014-11-28,37.0,30.9,1015.6,9.3,12.6,22.0,29.9,46.0,34.0,0.05,999.9,0,444
6,2014,11,29,2014-11-29,30.9,16.8,1025.3,10.0,6.6,14.0,,39.0,25.0,0.0,999.9,0,394
7,2014,11,30,2014-11-30,46.1,38.6,1024.0,9.9,9.8,15.0,,55.9,24.1,0.0,999.9,0,377
1,2014,12,01,2014-12-01,53.2,49.0,1019.8,7.4,9.8,14.0,,57.0,39.9,0.0,999.9,0,644
2,2014,12,02,2014-12-02,42.5,32.4,1033.2,9.9,14.9,19.0,27.0,57.0,39.0,0.09,999.9,0,611
3,2014,12,03,2014-12-03,51.2,48.4,1022.8,6.1,14.5,20.0,26.0,55.0,39.0,0.22,999.9,0,569
4,2014,12,04,2014-12-04,43.1,28.0,1025.4,9.9,11.5,22.0,31.1,55.0,37.0,0.01,999.9,0,606
5,2014,12,05,2014-12-05,39.3,27.7,1034.8,9.8,9.3,14.0,22.9,46.0,32.0,0.0,999.9,0,673
6,2014,12,06,2014-12-06,48.9,45.2,1026.7,6.8,9.8,18.1,25.1,54.0,32.0,0.13,999.9,0,628
7,2014,12,07,2014-12-07,41.9,34.0,1027.0,8.0,25.0,35.0,46.0,54.0,35.1,1.96,999.9,0,493
1,2014,12,08,2014-12-08,35.4,24.7,1035.8,10.0,19.6,29.9,39.0,45.0,32.0,0.67,999.9,0,579
2,2014,12,09,2014-12-09,48.7,45.1,1019.3,5.8,19.6,28.0,41.0,57.0,32.0,0.03,999.9,0,645
3,2014,12,10,2014-12-10,47.9,44.8,999.6,8.4,8.6,15.9,,57.0,44.1,2.11,999.9,0,649
4,2014,12,11,2014-12-11,40.8,33.7,1003.0,9.5,19.3,26.0,33.0,48.9,37.9,0.05,999.9,0,669
5,2014,12,12,2014-12-12,37.0,27.8,1010.7,10.0,8.2,14.0,19.0,42.1,33.1,0.04,999.9,0,687
6,2014,12,13,2014-12-13,36.9,27.7,1009.8,9.9,9.8,14.0,20.0,39.9,33.1,0.0,999.9,0,594
7,2014,12,14,2014-12-14,39.0,30.1,1008.6,10.0,10.9,15.9,,42.8,36.0,0.0,999.9,0,439
1,2014,12,15,2014-12-15,37.8,31.6,1014.5,9.9,5.8,11.1,,44.6,32.0,0.0,999.9,0,720
2,2014,12,16,2014-12-16,44.0,37.0,1019.7,9.6,4.2,8.0,,48.0,33.1,0.0,999.9,0,645
3,2014,12,17,2014-12-17,48.6,45.7,1009.7,8.0,8.8,15.0,22.9,52.0,41.0,0.1,999.9,1,555
4,2014,12,18,2014-12-18,42.4,32.2,1008.0,10.0,14.1,19.0,28.9,52.0,39.0,0.0,999.9,0,621
5,2014,12,19,2014-12-19,37.3,26.2,1012.9,10.0,9.6,15.9,,46.0,34.0,0.0,999.9,0,652
6,2014,12,20,2014-12-20,38.2,30.8,1020.7,10.0,8.3,12.0,15.9,43.0,34.0,0.0,999.9,0,505
7,2014,12,21,2014-12-21,41.4,34.0,1024.2,9.8,7.1,9.9,,46.0,36.0,0.06,999.9,0,409
1,2014,12,22,2014-12-22,42.9,37.4,1026.3,9.7,7.5,15.0,20.0,48.9,37.0,0.0,999.9,0,566
2,2014,12,23,2014-12-23,47.4,44.2,1022.0,6.6,11.1,15.0,22.0,51.1,37.0,0.03,999.9,0,732
3,2014,12,24,2014-12-24,50.7,49.2,1015.7,2.1,10.2,18.1,24.1,55.9,45.0,0.55,999.9,1,519
4,2014,12,25,2014-12-25,53.1,49.3,1005.9,4.1,15.1,21.0,27.0,57.9,46.9,0.88,999.9,1,303
5,2014,12,26,2014-12-26,44.8,33.5,1018.9,10.0,10.4,15.9,21.0,57.9,39.0,0.2,999.9,0,446
6,2014,12,27,2014-12-27,43.7,36.4,1021.8,10.0,7.4,11.1,,51.1,37.9,0.0,999.9,0,406
7,2014,12,28,2014-12-28,47.0,43.2,1014.0,9.5,10.7,15.9,22.0,51.1,37.9,0.01,999.9,0,349
1,2014,12,29,2014-12-29,41.2,27.8,1017.9,9.9,8.4,12.0,18.1,51.1,36.0,0.01,999.9,0,411
2,2014,12,30,2014-12-30,32.1,15.4,1024.3,10.0,11.9,15.9,25.1,44.1,27.0,0.0,999.9,0,469
3,2014,12,31,2014-12-31,26.9,8.3,1025.3,9.9,7.5,12.0,,37.0,21.9,0.0,999.9,0,461
4,2015,01,01,2015-01-01,31.8,15.1,1018.6,9.9,13.6,24.1,33.0,39.9,21.9,0.0,999.9,0,395
5,2015,01,02,2015-01-02,40.4,21.5,1018.3,10.0,13.1,19.0,31.1,45.0,28.0,0.0,999.9,0,442
6,2015,01,03,2015-01-03,34.5,19.8,1033.9,9.5,11.1,17.1,26.0,45.0,30.0,0.0,999.9,0,456
7,2015,01,04,2015-01-04,48.6,46.9,1015.4,1.9,15.5,22.9,28.9,54.0,30.0,0.21,999.9,1,381
1,2015,01,05,2015-01-05,44.0,32.1,1012.9,7.6,16.3,28.9,39.0,55.0,28.9,0.27,999.9,0,498
2,2015,01,06,2015-01-06,20.8,5.2,1025.2,8.8,10.3,21.0,31.1,28.0,19.0,0.0,999.9,0,777
3,2015,01,07,2015-01-07,22.6,10.2,1011.8,9.4,12.1,26.0,35.9,27.0,17.1,0.0,999.9,0,538
4,2015,01,08,2015-01-08,13.1,-2.4,1022.7,9.9,14.8,21.0,29.9,27.0,6.1,0.0,999.9,0,573
5,2015,01,09,2015-01-09,35.2,22.5,1018.1,9.5,21.0,38.1,49.0,46.0,26.1,0.0,999.9,0,751
6,2015,01,10,2015-01-10,26.9,10.0,1025.0,10.0,10.2,17.1,22.0,30.0,21.9,0.0,999.9,0,481
7,2015,01,11,2015-01-11,27.1,12.1,1035.5,10.0,8.8,13.0,17.1,37.0,19.9,0.0,999.9,0,341
1,2015,01,12,2015-01-12,40.9,35.6,1028.3,7.7,6.3,14.0,29.9,52.0,21.0,0.0,999.9,1,580
2,2015,01,13,2015-01-13,32.6,25.6,1028.5,8.4,16.3,22.9,28.9,52.0,26.1,0.82,999.9,0,613
3,2015,01,14,2015-01-14,32.1,24.0,1031.2,8.0,9.6,13.0,22.9,37.0,26.1,0.15,999.9,0,506
4,2015,01,15,2015-01-15,35.8,33.6,1015.5,2.8,14.1,17.1,24.1,37.9,28.0,0.03,999.9,0,548
5,2015,01,16,2015-01-16,34.5,23.4,1008.6,10.0,14.9,25.1,34.0,39.9,28.9,0.02,999.9,0,563
6,2015,01,17,2015-01-17,20.2,1.9,1023.6,10.0,13.3,21.0,31.1,39.9,15.1,0.0,999.9,0,495
7,2015,01,18,2015-01-18,40.0,32.8,1021.4,9.2,13.4,25.1,31.1,50.0,14.0,0.0,999.9,0,961
1,2015,01,19,2015-01-19,41.7,36.0,1005.0,8.2,13.5,25.1,46.0,50.0,30.9,0.26,999.9,0,496
2,2015,01,20,2015-01-20,35.7,23.4,1009.5,10.0,13.1,20.0,26.0,44.1,33.1,0.03,999.9,0,500
3,2015,01,21,2015-01-21,32.3,17.7,1018.1,10.0,7.9,13.0,,39.0,25.0,0.0,999.9,0,495
4,2015,01,22,2015-01-22,35.5,30.5,1021.0,8.4,8.4,12.0,,39.0,25.0,0.13,999.9,0,508
5,2015,01,23,2015-01-23,31.6,20.4,1022.8,10.0,10.4,15.9,,39.0,27.0,0.09,999.9,0,598
6,2015,01,24,2015-01-24,38.5,34.8,1003.3,6.7,12.4,25.1,33.0,45.0,27.0,0.23,999.9,0,428
7,2015,01,25,2015-01-25,36.5,26.7,1000.4,9.4,16.0,22.0,32.1,45.0,33.1,0.9,999.9,0,406
1,2015,01,26,2015-01-26,31.2,20.9,1015.7,6.7,12.7,24.1,31.1,43.0,26.1,0.0,999.9,0,484
2,2015,01,27,2015-01-27,30.2,27.9,993.7,0.6,39.3,48.0,62.9,33.8,21.0,0.4,999.9,1,188
3,2015,01,28,2015-01-28,21.6,14.7,1009.6,6.6,16.6,29.9,44.1,26.1,19.0,0.23,999.9,0,458
4,2015,01,29,2015-01-29,29.2,20.9,1022.9,10.0,8.5,13.0,20.0,36.0,19.0,0.0,999.9,0,519
5,2015,01,30,2015-01-30,35.1,31.1,1012.2,8.4,8.1,15.0,,41.0,23.0,0.0,999.9,0,622
6,2015,01,31,2015-01-31,24.5,12.9,1006.9,7.8,20.3,27.0,36.9,34.0,17.1,0.06,999.9,0,526
7,2015,02,01,2015-02-01,24.8,10.2,1018.4,10.0,16.8,25.1,32.1,32.0,17.1,0.0,999.9,0,361
1,2015,02,02,2015-02-02,33.1,27.4,1014.4,5.7,12.8,27.0,36.9,46.0,19.9,0.0,999.9,1,680
2,2015,02,03,2015-02-03,21.0,11.7,1016.9,9.3,17.6,33.0,42.9,46.0,14.0,0.86,999.9,0,740
3,2015,02,04,2015-02-04,28.1,18.4,1024.9,10.0,7.6,12.0,,39.9,14.0,0.0,999.9,0,585
4,2015,02,05,2015-02-05,34.1,28.9,1012.6,7.2,12.9,28.9,40.0,39.9,15.1,0.0,999.9,1,569
5,2015,02,06,2015-02-06,16.8,5.0,1018.5,9.8,15.8,26.0,38.1,39.9,10.9,0.01,999.9,0,652
6,2015,02,07,2015-02-07,27.4,16.0,1019.2,9.5,10.3,15.9,,33.1,10.9,0.0,999.9,0,449
7,2015,02,08,2015-02-08,34.5,29.9,1015.9,7.6,6.0,9.9,,37.9,21.9,0.0,999.9,0,394
1,2015,02,09,2015-02-09,37.1,34.3,1014.1,6.3,14.9,20.0,28.0,37.9,30.9,0.04,999.9,0,547
2,2015,02,10,2015-02-10,36.4,32.9,1013.9,7.4,21.1,27.0,34.0,37.9,35.1,0.07,999.9,0,571
3,2015,02,11,2015-02-11,32.6,23.3,1014.0,9.9,23.9,29.9,40.0,37.0,30.9,0.01,999.9,0,610
4,2015,02,12,2015-02-12,31.0,23.6,1009.5,8.9,9.5,14.0,,35.1,27.0,0.0,999.9,0,526
5,2015,02,13,2015-02-13,21.8,11.0,1010.9,8.1,16.2,24.1,33.0,35.1,14.0,0.04,999.9,0,757
6,2015,02,14,2015-02-14,20.6,8.9,1016.8,8.6,8.4,21.0,,33.1,8.1,0.0,999.9,1,436
7,2015,02,15,2015-02-15,25.7,21.0,996.7,4.6,19.6,41.0,55.9,34.0,8.1,0.04,999.9,1,454
1,2015,02,16,2015-02-16,10.7,-4.6,1010.9,8.6,22.7,29.9,42.9,32.0,1.9,0.0,999.9,0,402
2,2015,02,17,2015-02-17,21.7,11.8,1014.9,6.5,7.7,15.9,22.0,28.9,17.1,0.0,999.9,0,620
3,2015,02,18,2015-02-18,30.6,24.5,1010.4,10.0,8.8,13.0,,36.0,16.0,0.0,999.9,0,626
4,2015,02,19,2015-02-19,27.0,19.7,1003.6,6.9,11.0,25.1,32.1,36.0,19.9,0.0,999.9,0,515
5,2015,02,20,2015-02-20,14.1,-0.8,1013.5,9.5,18.8,24.1,32.1,19.0,8.6,0.01,999.9,0,621
6,2015,02,21,2015-02-21,21.9,10.6,1031.6,10.0,8.5,15.9,,37.0,3.9,0.0,999.9,0,517
7,2015,02,22,2015-02-22,36.0,34.0,1021.6,2.6,7.7,22.0,28.0,41.0,33.1,0.82,999.9,1,519
1,2015,02,23,2015-02-23,29.4,19.6,1020.2,6.0,8.9,18.1,25.1,41.0,21.0,0.25,999.9,1,574
2,2015,02,24,2015-02-24,14.3,0.2,1024.1,10.0,11.9,20.0,26.0,33.1,8.1,0.0,999.9,0,580
3,2015,02,25,2015-02-25,29.9,21.8,1009.4,7.9,12.4,20.0,27.0,33.8,23.0,0.02,999.9,0,628
4,2015,02,26,2015-02-26,28.0,19.6,1014.9,7.5,12.0,25.1,31.1,33.1,25.0,0.0,999.9,1,539
5,2015,02,27,2015-02-27,24.2,12.2,1023.7,10.0,9.3,15.9,,30.9,19.9,0.0,999.9,0,703
6,2015,02,28,2015-02-28,22.2,9.9,1037.3,10.0,7.2,11.1,15.0,28.0,16.0,0.0,999.9,0,538
7,2015,03,01,2015-03-01,23.1,14.2,1037.5,9.1,5.1,8.9,,30.9,10.0,0.0,999.9,0,693
1,2015,03,02,2015-03-02,33.4,27.2,1016.1,6.8,10.9,20.0,28.0,36.0,30.2,0.36,999.9,0,650
2,2015,03,03,2015-03-03,27.0,10.3,1026.1,10.0,10.8,15.9,21.0,36.0,23.0,0.12,999.9,0,631
3,2015,03,04,2015-03-04,36.1,33.8,1009.2,3.1,14.8,20.0,28.0,41.0,23.0,0.31,999.9,1,574
4,2015,03,05,2015-03-05,32.7,30.2,1014.8,1.6,10.0,15.9,25.1,41.0,24.1,0.31,999.9,1,830
5,2015,03,06,2015-03-06,22.7,12.6,1028.3,8.3,11.7,19.0,26.0,37.0,16.0,0.01,999.9,0,939
6,2015,03,07,2015-03-07,25.0,15.9,1023.3,9.9,10.9,21.0,28.9,33.1,12.0,0.0,999.9,0,578
7,2015,03,08,2015-03-08,33.8,28.0,1016.9,9.2,8.0,17.1,27.0,39.0,14.0,0.0,999.9,0,464
1,2015,03,09,2015-03-09,35.6,26.1,1020.1,9.6,9.5,20.0,25.1,44.1,24.1,0.0,999.9,0,661
2,2015,03,10,2015-03-10,36.5,30.3,1025.5,9.9,6.0,13.0,,44.1,24.1,0.0,999.9,0,584
3,2015,03,11,2015-03-11,42.1,38.5,1012.8,5.0,12.3,19.0,25.1,48.0,28.0,0.55,999.9,1,565
4,2015,03,12,2015-03-12,38.1,21.9,1020.9,10.0,14.1,22.9,31.1,48.0,33.1,0.25,999.9,0,586
5,2015,03,13,2015-03-13,31.1,11.6,1034.5,10.0,12.3,20.0,26.0,41.0,26.1,0.0,999.9,0,609
6,2015,03,14,2015-03-14,38.7,33.3,1025.1,5.8,10.8,21.0,28.0,46.0,26.1,0.0,999.9,1,507
7,2015,03,15,2015-03-15,38.5,33.8,1002.5,7.0,12.3,21.0,28.9,46.0,30.9,1.16,999.9,0,459
1,2015,03,16,2015-03-16,32.9,18.5,1011.1,9.0,17.1,27.0,39.0,43.0,28.0,0.01,999.9,0,529
2,2015,03,17,2015-03-17,38.6,34.1,1003.7,7.9,10.1,27.0,39.0,46.9,28.0,0.01,999.9,0,528
3,2015,03,18,2015-03-18,31.0,3.9,1009.0,10.0,21.1,29.9,44.1,46.9,28.0,0.19,999.9,0,547
4,2015,03,19,2015-03-19,27.6,-1.5,1020.8,10.0,18.3,26.0,35.0,35.1,21.9,0.0,999.9,0,582
5,2015,03,20,2015-03-20,30.3,13.2,1027.2,9.0,6.3,13.0,15.9,35.1,21.9,0.0,999.9,0,570
6,2015,03,21,2015-03-21,34.2,31.0,1016.6,7.0,8.5,13.0,,41.0,21.9,0.02,999.9,0,507
7,2015,03,22,2015-03-22,35.1,18.8,1011.9,9.4,15.7,25.1,33.0,41.0,21.0,0.13,999.9,0,432
1,2015,03,23,2015-03-23,27.2,1.4,1019.5,10.0,14.9,22.0,32.1,37.9,21.0,0.0,999.9,0,586
2,2015,03,24,2015-03-24,31.4,16.3,1024.7,10.0,6.7,11.1,,37.9,21.0,0.0,999.9,0,601
3,2015,03,25,2015-03-25,33.6,24.1,1028.8,9.9,6.7,11.1,,44.1,24.1,0.0,999.9,0,538
4,2015,03,26,2015-03-26,42.6,39.7,1016.9,4.2,12.8,18.1,27.0,46.9,27.0,0.02,999.9,1,525
5,2015,03,27,2015-03-27,42.4,40.0,1004.3,5.1,13.1,20.0,31.1,48.9,37.9,0.44,999.9,1,532
